Wavelength,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
578.87891,-206.97651448390948,-286.2376065087157,-176.3114367827382,-212.41930269438706,-171.0487026576219,-228.56494613448237,-319.59590421380943,-173.9523044296051,-166.69318811848072,-198.26760041015936,-354.03230148236673,-200.4448809715706,-310.350763846333,-311.61974633726743,-303.09918247882536,-149.08829433310345,-133.11498886092517,-129.84750722682963,-249.24301119739889,-149.632807913386
578.9392064773924,-206.97651448390948,-286.2376065087157,-176.3114367827382,-212.41930269438706,-171.0487026576219,-228.56494613448237,-319.59590421380943,-173.9523044296051,-166.69318811848072,-198.26760041015936,-354.03230148236673,-200.4448809715706,-310.350763846333,-311.61974633726743,-303.09918247882536,-149.08829433310345,-133.11498886092517,-129.84750722682963,-249.24301119739889,-149.632807913386
578.9994997234646,-206.97651448390948,-286.2376065087157,-176.3114367827382,-212.41930269438706,-171.0487026576219,-228.56494613448237,-319.59590421380943,-173.9523044296051,-166.69318811848072,-198.26760041015936,-354.03230148236673,-200.4448809715706,-310.350763846333,-311.61974633726743,-303.09918247882536,-149.08829433310345,-133.11498886092517,-129.84750722682963,-249.24301119739889,-149.632807913386
579.0597897380601,-226.93232926396584,-158.52623846612565,-224.2112566413803,-210.4236390757629,-200.9891957021625,-236.54633907927226,-201.89638210501343,-213.87067590563265,-218.58753087627048,-156.34830635818034,-212.41930269438706,-188.4694113094499,-172.6819860121547,-179.94079374812912,-205.34363545269375,-196.99750411620855,-185.02173521795646,-233.64407012402563,-203.34786781833364,-209.51650952109912
579.1200765210216,60.69082169558212,47.24256691485657,59.418646952544854,77.22989282015529,72.68604480451572,99.04189216874413,87.77204506245347,91.77094663679158,67.05182771002757,85.40909749820771,79.22922101117098,33.250177767137416,87.04498112419833,83.77322806602305,70.32328772971158,78.68394756620553,74.68532427123536,45.97048639483323,82.31913384186981,74.14006410344354
579.1803600721922,80.68329129448973,121.21997024512626,73.41305303233455,79.22922101117098,96.67880449154589,99.04189216874413,99.76900193642412,77.77516202408448,73.04954856286317,89.40794914262896,97.22412982608232,71.23203688838929,117.03866391308736,77.77516202408448,112.31207735793377,62.68997128459893,64.68914264582062,79.95625474200058,94.31574603929583,86.13615513683172
579.2406403914148,32.70504197192871,47.24256691485657,-16.531846152143775,45.243587275550844,-3.2701634754398117,15.079893901822818,19.803986456815696,1.8167845681138501,-6.903604698509517,25.436725303846796,15.261587398058612,27.253776394840877,61.05430181734198,21.802679507712895,48.33292879080329,14.716507479554439,-25.251285635773993,31.97819685289763,26.345248503996945,34.158741148307016
579.3009174785326,70.68678685840791,59.236908425712734,47.424293436456324,89.2261813244631,46.697388449287764,67.05182771002757,63.78042569491084,45.78876133974412,69.05104639916543,33.431890071225986,81.22857055912873,57.237796562322345,39.06506361713128,39.79193768801566,44.334967507780696,30.706225073330025,56.69258803641071,33.977028100005185,40.337095181267564,50.15021321589962
579.3611913333887,54.69350406756753,33.250177767137416,65.41611943810777,65.23437497089085,42.69946350806406,-2.906815078742435,47.78774702904044,23.801395379684287,31.069644648891895,-8.538627840176156,77.22989282015529,63.23519768055716,19.077194652053635,73.77655821262822,42.33602019935231,-7.266944539404832,32.70504197192871,1.9984640867387138,68.32405528174087,36.15759694422698
579.4214619558257,12.71789576003637,-4.723549296990415,43.42635233486684,-70.65752108391074,4.723679991680429,21.07587939146636,43.78979785234184,39.79193768801566,11.082685138100148,27.435482535464235,5.268728369142992,-8.720296102628017,-6.903604698509517,-4.178531070588813,2.361823702643087,16.715142205193388,-31.245634705857565,15.988363282761162,34.34045438256505,30.161097110287088
