Wavelength,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15
578.87891,-113.14592187935536,-66.66228760566538,-21.073277795108986,-14.715238989318722,-168.1450411849919,-84.27687154509431,-6.903604698509517,4.9053625919173225,68.50580279304903,-53.041418521097235,-55.58406888191143,-51.40683633277905,19.077194652053635,-47.95599727356628,-6.176922678848643
578.9392064773924,-113.14592187935536,-66.66228760566538,-21.073277795108986,-14.715238989318722,-168.1450411849919,-84.27687154509431,-6.903604698509517,4.9053625919173225,68.50580279304903,-53.041418521097235,-55.58406888191143,-51.40683633277905,19.077194652053635,-47.95599727356628,-6.176922678848643
578.9994997234646,-113.14592187935536,-66.66228760566538,-21.073277795108986,-14.715238989318722,-168.1450411849919,-84.27687154509431,-6.903604698509517,4.9053625919173225,68.50580279304903,-53.041418521097235,-55.58406888191143,-51.40683633277905,19.077194652053635,-47.95599727356628,-6.176922678848643
579.0597897380601,-101.16320518211754,-88.63481226456274,-47.04786947930303,-58.67151866606114,-30.337413979743022,-44.32345554585296,-32.88041939370601,-33.06206113426259,-59.39796877536444,-35.06010702807963,-19.620033101911766,-69.38632139362667,-32.88041939370601,-7.993621881727639,-4.178531070588813
579.1200765210216,-9.265299718330288,19.2588923195555,16.89683741015222,-0.7267084160891166,29.61597082853693,-10.35530167369471,11.082685138100148,-1.0900614633282426,10.537618365939242,0.9083898698520181,24.346503662244835,-17.44014234955472,1.0900684233903073,7.9939961800246975,11.809443507018464
579.1803600721922,32.70504197192871,-26.704481114397055,-31.063990960971676,-2.7251405894162937,23.619692995126794,21.62097919564784,13.081277995480832,-19.075063079490075,-21.436586989404358,-7.085274716401599,-19.620033101911766,16.533447189935583,-10.900300011195423,5.995462229494429,-4.178531070588813
579.2406403914148,-1.2717376966074088,19.2588923195555,6.903883875231078,29.25255424193988,11.627753628546195,-0.36335459487352595,-12.89861216931829,24.891613637317086,-25.4329357672152,12.899586782495417,8.357368481442368,-11.44529658713294,-8.901964169831036,-3.9968579399006217,7.81231031668318
579.3009174785326,4.723679991680429,1.2717471700254999,8.902428369813848,3.27022611603964,23.619692995126794,3.6335884300195773,-18.893406010221103,-25.06963530542194,-25.4329357672152,-9.083632041744977,-17.621800997673144,28.525723313113936,-16.895165222311075,5.995462229494429,5.813778476267988
579.3611913333887,2.7251840898229935,25.255021227128786,-23.071468555006852,-6.721934485768084,15.624974960536669,17.623620126212543,5.087045384417891,-25.06963530542194,-1.453413736273199,12.899586782495417,-15.623545030389637,-3.451837382731607,21.07587939146636,-1.9984406931922283,-28.15766384198271
579.4214619558257,-39.23776065562214,13.262969398953706,-7.085274716401599,33.250177767137416,-14.351915196607028,7.6306246449728645,-12.89861216931829,16.89683741015222,12.536204928143293,8.902428369813848,20.34908229538555,14.534814553600247,-40.872465616872525,5.995462229494429,-28.15766384198271
