Wavelength,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
735.5916956540228,97.58768091325668,96.67880449154589,129.58284905171644,161.03766723696182,118.12943088628762
735.6422889148326,15.624974960536669,-3.2701634754398117,15.624974960536669,17.078532804772582,48.15120135388211
735.6928785030586,51.604053902568744,38.701627691006195,45.60703646814193,59.055170079538044,20.167383493559957
735.7434644185433,43.60807500163038,28.707430764677234,55.60217587776096,75.04883193703706,28.162308971507503
735.79404666113,53.603103888889095,108.67631960479524,71.59553779922855,153.03713610617635,80.13801361568602
735.8446252306617,47.60602014119714,32.70504197192871,59.60038565999632,93.0433420831386,62.144746508060436
735.8952001269813,109.58525266086713,90.68032875125822,125.58316723837147,127.03758765082662,112.13028785507294
735.9457713499319,43.60807500163038,40.70053443337525,13.62635277720372,75.04883193703706,42.15429882130392
735.9963388993566,31.61477541175811,32.70504197192871,61.599523351966475,35.067309178387056,56.14738114121381
736.0469027750981,75.59409476589872,72.68604480451572,31.61477541175811,87.04498112419833,44.15324410545569
736.0974629769999,85.59086164510882,110.67597794812615,43.60807500163038,61.05430181734198,72.14079050101044
736.1480195049046,127.58299805901633,148.67334178799672,127.58299805901633,149.0369877451765,142.1278260195704
736.1985723586555,-0.36335459487352595,28.707430764677234,43.60807500163038,19.077194652053635,60.14560286568652
736.2491215380954,113.58460862934324,118.67481664944837,91.58917655416273,175.03934094049006,92.13448732380077
736.2996670430676,45.60703646814193,48.69638421345551,87.59027881567543,81.04681062810744,62.144746508060436
736.350208873415,49.60502596968465,90.68032875125822,71.59553779922855,109.03989231598747,94.13397352503263
736.4007470289805,57.601269818374774,112.67565687291541,65.5978640846916,91.04386735022312,80.13801361568602
736.451281509607,87.59027881567543,90.68032875125822,103.58637339072847,129.03743314682862,126.12857364071915
736.5018123151381,105.58597912466347,116.67507627216214,109.58525266086713,111.0395544050269,144.12782227623651
736.5523394454164,55.60217587776096,52.69444207355221,25.618429568387526,75.04883193703706,54.14830316046746
736.6028629002848,105.58597912466347,76.68462520847207,127.58299805901633,111.0395544050269,142.1278260195704
736.6533826795866,55.60217587776096,102.67746855159537,85.59086164510882,85.0455697301392,112.13028785507294
736.7038987831646,133.58261136102814,120.67457741385017,99.58722423596139,143.03691277248365,144.12782227623651
736.7544112108621,15.624974960536669,46.697388449287764,9.629177566973674,13.081277995480832,58.146481059858075
736.8049199625219,51.604053902568744,34.70388140879583,67.5970670245033,37.0661751848682,34.158741148307016
736.8554250379872,67.5970670245033,40.70053443337525,43.60807500163038,33.06846564919914,20.167383493559957
