Wavelength,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
578.87891,-87.54533858392108,-13.26193910396444,6.54051464117363,-144.5506015462557,-136.56391853629353
578.9392064773924,-87.54533858392108,-13.26193910396444,6.54051464117363,-144.5506015462557,-136.56391853629353
578.9994997234646,-87.54533858392108,-13.26193910396444,6.54051464117363,-144.5506015462557,-136.56391853629353
579.0597897380601,8.357368481442368,-7.266944539404832,-19.438376625375827,-22.7081629283694,-16.713505785734405
579.1200765210216,2.361823702643087,-1.2717376966074088,8.539054919439744,25.255021227128786,55.23870660915852
579.1803600721922,28.344016048710976,-5.268565774060496,-37.421402616871845,15.261587398058612,-8.720296102628017
579.2406403914148,4.360315368156759,2.7251840898229935,14.534814553600247,33.250177767137416,5.268728369142992
579.3009174785326,-5.63190911972468,10.719307099006702,38.519910005407944,7.2672538766027674,21.25757913748534
579.3611913333887,-9.628634485354295,-9.265299718330288,14.534814553600247,-0.7267084160891166,11.264374444047517
579.4214619558257,32.3416190397246,20.712480465748822,0.5450333422238779,11.264374444047517,-6.721934485768084
579.481729345687,-17.621800997673144,-21.254932491267404,4.541997583747037,21.25757913748534,19.2588923195555
579.5419935028157,6.3588303119867,18.71379988466271,-29.429188252463625,11.264374444047517,21.25757913748534
579.6022544270545,38.3381925048375,4.723679991680429,-1.453413736273199,43.2446298520899,35.2490233418462
579.6625121182466,36.33931222144902,30.706225073330025,6.54051464117363,-2.7251405894162937,3.27022611603964
579.7227665762349,12.354514286855553,18.71379988466271,26.526953707066212,1.2717471700254999,-12.716948407719702
579.7830178008626,58.32821850217467,52.69444207355221,16.533447189935583,51.240592636577425,35.2490233418462
579.8432657919726,200.31744236097066,192.67913972694103,160.4921665952788,167.22010834332514,139.21877595652987
579.903510549408,13813.797736454224,13654.56080601759,13582.56656299435,13579.3024319557,13641.140921827431
579.9637520730116,22946.35511025914,22907.27862602704,23179.213714645524,23159.188583225074,23028.299284319804
580.0239903626269,22718.00764698674,22749.51307790392,22581.272127189226,22565.433893989622,22650.480480774237
580.0842254180965,22732.53368522113,22625.02041746745,22695.37109825758,22569.581916700994,22644.256701413557
580.1444572392636,22844.61551698221,22542.055274842667,22714.04612472331,22654.6297417025,22681.601389175798
580.204685825971,22485.69069695201,22428.018487440277,22340.779651627126,22494.926915841083,22401.636585376596
580.264911178062,22867.452098827704,22786.871158584207,22610.31119012938,22662.92844250393,22716.875778029065
580.3251332953795,22630.86660259012,22909.355031041447,22788.758054302696,22579.95224047658,22675.376940047714
580.3853521777667,22850.843506510384,22705.934603214824,22631.055191193387,22849.711135325233,22716.875778029065
580.4455678250662,22535.456824148892,22809.703392673506,22529.424091412406,22604.842568281205,22754.22974866819
580.5057802371214,22699.332367876385,22724.61030277809,22763.85198929951,22513.588789755904,22569.581916700994
580.5659894137751,22998.275817055644,22737.061427912246,22797.06053643183,22907.844916927792,22831.02761812542
580.6261953548706,22583.157690325497,22699.709634451283,22643.502313059904,22546.76854924132,22758.380480935994
580.6863980602506,23089.676674110793,23044.350713708754,22946.54389738052,22889.15786316958,23069.84579244841
580.7465975297583,22477.397213251825,22734.986203891764,22448.56046002177,22565.433893989622,22285.58713476301
580.8067937632368,22929.74228821762,23058.892106575975,22994.310663788856,23080.233247534306,22984.681211091727
580.866986760529,22931.818842815548,22743.28718741622,22875.94547654825,22866.319666207954,22959.759277188437
580.9271765214777,22983.73716277486,22936.349555199973,22944.467245280877,23090.62103169537,22808.193770007874
580.9873630459264,22996.1988258702,23117.064141686995,22959.00409770413,22862.16744903497,23019.990622623052
581.047546333718,23235.139196593103,23225.124841006313,23193.761015460354,23115.553049887756,23213.221363884346
581.1077263846951,22911.05391818774,22936.349555199973,22884.250339206228,23015.83637221218,22999.21990842203
581.1679031987011,23426.411372612984,23349.852405181857,23389.169564698303,23354.577798610815,23236.083962142813
