#elapsed_time, in1, in2, in3, power1, power2, power3, temp1a, temp1b, temp2a, temp2b,                temp3a, temp3b, temp5, temp8, temp9, temp10
94935.61,31.02,31.00,31.00,21.92,22.06,21.67,30.81,31.22,31.19,30.85,30.95,31.02,19.18,988.79,988.79,988.79,
94936.97,31.02,31.00,31.02,21.92,22.06,21.60,30.81,31.15,31.12,30.85,30.98,31.02,19.18,988.79,988.79,988.79,
94938.32,31.00,31.02,31.02,21.98,21.99,21.60,30.85,31.15,31.19,30.85,30.98,31.02,19.18,988.79,988.79,988.79,
94939.68,31.00,31.00,30.98,21.98,22.06,21.73,30.85,31.15,31.15,30.85,30.98,30.98,19.18,988.79,988.79,988.79,
94941.04,30.97,31.00,31.02,22.12,22.06,21.60,30.85,31.15,31.15,30.85,30.98,30.98,19.18,988.79,988.79,988.79,
94942.40,30.98,31.02,30.97,22.05,21.99,21.80,30.78,31.15,31.19,30.88,31.02,31.02,19.18,988.79,988.79,988.79,
94943.76,30.95,31.00,30.97,22.19,22.06,21.80,30.81,31.12,31.15,30.85,31.05,30.98,19.18,988.79,988.79,988.79,
94945.12,30.98,31.00,31.03,22.05,22.06,21.53,30.81,31.15,31.15,30.88,31.02,31.02,19.18,988.79,988.79,988.79,
94946.48,31.00,31.02,31.05,21.99,21.99,21.46,30.81,31.12,31.15,30.88,31.02,30.98,19.18,988.79,988.79,988.79,
94947.83,30.98,31.02,31.00,22.06,21.99,21.66,30.81,31.15,31.12,30.85,31.05,30.98,19.18,988.79,988.79,988.79,
94949.19,30.97,31.02,31.00,22.13,21.99,21.66,30.81,31.22,31.19,30.88,31.02,30.98,19.18,988.79,988.79,988.79,
94950.55,30.98,31.03,31.00,22.06,21.92,21.66,30.81,31.19,31.12,30.88,31.02,30.98,19.18,988.79,988.79,988.79,
94951.91,31.02,31.02,31.00,21.93,21.99,21.66,30.85,31.19,31.12,30.88,31.05,30.98,19.18,988.79,988.79,988.79,
94953.27,31.00,31.02,31.00,21.99,21.99,21.66,30.85,31.15,31.15,30.88,31.05,30.98,19.21,988.79,988.79,988.79,
94954.63,31.00,31.02,31.02,21.99,21.99,21.60,30.81,31.15,31.12,30.85,31.02,30.98,19.18,988.79,988.79,988.79,
94955.98,30.97,31.00,31.00,22.13,22.05,21.66,30.78,31.15,31.15,30.85,31.02,30.98,19.18,988.79,988.79,988.79,
94957.34,30.98,31.00,31.03,22.06,22.05,21.53,30.81,31.15,31.12,30.85,31.05,31.02,19.18,988.79,988.79,988.79,
94958.70,30.98,30.98,31.03,22.06,22.12,21.53,30.78,31.15,31.15,30.88,31.08,31.02,19.18,988.79,988.79,988.79,
94960.06,30.98,30.98,30.98,22.06,22.12,21.73,30.85,31.12,31.15,30.88,31.02,30.98,19.21,988.79,988.79,988.79,
94961.42,30.97,31.05,30.98,22.13,21.85,21.73,30.78,31.08,31.15,30.85,30.98,30.95,19.18,988.79,988.79,988.79,
94962.77,31.00,31.00,31.02,22.00,22.05,21.59,30.78,31.08,31.12,30.85,31.02,30.95,19.18,988.79,988.79,988.79,
94964.13,30.97,31.03,30.98,22.14,21.92,21.73,30.78,31.15,31.15,30.88,30.98,30.95,19.18,988.79,988.79,988.79,
94965.49,31.00,31.02,31.00,22.00,21.98,21.66,30.78,31.15,31.12,30.85,30.98,30.91,19.18,988.79,988.79,988.79,
94966.85,30.97,31.02,30.98,22.14,21.98,21.73,30.81,31.19,31.15,30.85,30.98,31.02,19.18,988.79,988.79,988.79,
94968.21,30.98,31.02,30.98,22.07,21.98,21.73,30.81,31.15,31.12,30.88,30.98,30.98,19.14,988.79,988.79,988.79,
94969.57,31.00,31.02,30.97,22.01,21.98,21.80,30.81,31.12,31.15,30.85,30.98,30.98,19.14,988.79,988.79,988.79,
94970.93,30.98,30.98,30.97,22.07,22.11,21.80,30.85,31.19,31.12,30.88,31.02,30.95,19.18,988.79,988.79,988.79,
94972.28,30.97,30.97,31.02,22.14,22.18,21.60,30.81,31.15,31.08,30.81,30.98,31.02,19.18,988.79,988.79,988.79,
94973.64,30.97,31.00,30.98,22.14,22.05,21.73,30.85,31.19,31.08,30.88,31.02,31.05,19.18,988.79,988.79,988.79,
94975.00,30.98,30.97,31.00,22.08,22.18,21.67,30.81,31.19,31.05,30.85,30.98,30.98,19.18,988.79,988.79,988.79,
94976.36,30.98,30.97,30.97,22.08,22.18,21.80,30.81,31.15,31.05,30.85,31.02,30.98,19.18,988.79,988.79,988.79,
94977.72,31.00,30.98,30.98,22.01,22.12,21.73,30.81,31.15,31.08,30.85,30.98,30.98,19.18,988.79,988.79,988.79,
94979.08,31.02,30.98,30.98,21.95,22.12,21.74,30.85,31.15,31.12,30.88,31.02,30.98,19.18,988.79,988.79,988.79,
94980.44,31.00,30.98,30.97,22.01,22.12,21.80,30.85,31.15,31.12,30.85,30.98,31.02,19.14,988.79,988.79,988.79,
94981.80,30.98,31.00,30.98,22.08,22.05,21.74,30.85,31.15,31.12,30.81,30.95,31.02,19.18,988.79,988.79,988.79,
94983.15,31.00,30.97,31.00,22.01,22.19,21.67,30.85,31.19,31.12,30.85,30.98,31.02,19.14,988.79,988.79,988.79,
94984.51,31.02,31.00,30.98,21.95,22.06,21.74,30.81,31.15,31.15,30.81,30.95,31.02,19.14,988.79,988.79,988.79,
94985.87,31.02,30.98,30.98,21.95,22.12,21.74,30.85,31.19,31.12,30.85,30.98,31.02,19.18,988.79,988.79,988.79,
94987.23,30.98,31.02,31.00,22.08,21.99,21.67,30.88,31.12,31.12,30.81,30.95,31.02,19.18,988.79,988.79,988.79,
94988.59,30.98,30.98,30.98,22.08,22.13,21.74,30.85,31.12,31.15,30.88,30.95,30.98,19.18,988.79,988.79,988.79,
94989.95,31.00,30.98,30.98,22.01,22.12,21.74,30.88,31.08,31.15,30.85,30.98,31.02,19.18,988.79,988.79,988.79,
94991.30,30.97,31.02,30.97,22.15,21.99,21.81,30.81,31.08,31.19,30.85,30.95,31.02,19.18,988.79,988.79,988.79,
94992.66,30.97,31.00,31.02,22.15,22.06,21.61,30.85,31.12,31.19,30.88,31.02,31.05,19.18,988.79,988.79,988.79,
94994.02,31.00,31.03,31.02,22.02,21.92,21.61,30.85,31.12,31.12,30.85,30.98,31.05,19.18,988.79,988.79,988.79,
94995.38,31.00,31.00,31.00,22.02,22.06,21.68,30.85,31.15,31.15,30.88,31.02,31.02,19.18,988.79,988.79,988.79,
94996.73,30.93,31.00,31.00,22.29,22.06,21.68,30.85,31.15,31.15,30.85,30.98,31.02,19.18,988.79,988.79,988.79,
94998.09,31.00,31.00,30.98,22.02,22.06,21.75,30.85,31.12,31.15,30.88,31.02,30.95,19.14,988.79,988.79,988.79,
94999.45,31.00,30.98,31.02,22.02,22.12,21.61,30.85,31.15,31.12,30.88,30.98,31.02,19.18,988.79,988.79,988.79,
95000.81,30.98,30.97,30.98,22.09,22.19,21.75,30.78,31.15,31.12,30.85,30.98,30.98,19.18,988.79,988.79,988.79,
95002.17,30.98,31.03,31.02,22.09,21.92,21.61,30.85,31.12,31.08,30.88,30.98,30.98,19.18,988.79,988.79,988.79,
95003.53,30.97,31.05,31.00,22.16,21.86,21.68,30.85,31.15,31.12,30.88,30.98,31.02,19.18,988.79,988.79,988.79,
95004.89,30.98,31.02,31.02,22.09,21.99,21.61,30.81,31.15,31.19,30.88,31.02,30.98,19.21,988.79,988.79,988.79,
95006.25,30.97,31.00,31.03,22.16,22.05,21.54,30.85,31.19,31.12,30.91,31.02,30.98,19.18,988.79,988.79,988.79,
95007.61,30.97,31.03,31.00,22.16,21.92,21.68,30.85,31.19,31.15,30.88,30.98,31.02,19.21,988.79,988.79,988.79,
95008.97,31.00,31.02,30.98,22.03,21.99,21.74,30.81,31.15,31.15,30.88,31.02,31.02,19.18,988.79,988.79,988.79,
95010.32,31.00,31.02,31.02,22.03,21.98,21.61,30.85,31.15,31.15,30.88,31.02,31.02,19.18,988.79,988.79,988.79,
