#elapsed_time, in1, in2, in3, power1, power2, power3, temp1a, temp1b, temp2a, temp2b,                temp3a, temp3b, temp5, temp8, temp9, temp10
94888.06,31.02,30.97,31.00,21.88,22.20,21.67,30.81,31.22,31.15,30.85,31.02,30.98,19.18,988.79,988.79,988.79,
94889.42,31.03,31.02,31.00,21.81,22.00,21.67,30.85,31.22,31.12,30.85,31.02,30.95,19.18,988.79,988.79,988.79,
94890.78,30.98,31.02,30.98,22.01,22.00,21.73,30.81,31.22,31.12,30.88,31.02,30.98,19.18,988.79,988.79,988.79,
94892.14,31.02,31.00,31.00,21.88,22.06,21.67,30.85,31.19,31.12,30.85,31.02,30.95,19.21,988.79,988.79,988.79,
94893.50,31.00,30.97,31.00,21.95,22.20,21.67,30.88,31.19,31.08,30.88,30.98,30.98,19.18,988.79,988.79,988.79,
94894.85,30.98,30.97,30.98,22.01,22.20,21.74,30.81,31.15,31.12,30.85,31.02,30.98,19.18,988.79,988.79,988.79,
94896.21,31.02,31.00,31.00,21.88,22.07,21.67,30.81,31.19,31.12,30.88,31.02,30.98,19.18,988.79,988.79,988.79,
94897.57,31.02,30.98,30.98,21.88,22.14,21.74,30.85,31.19,31.12,30.88,31.02,30.98,19.18,988.79,988.79,988.79,
94898.93,31.02,31.00,30.98,21.88,22.07,21.74,30.81,31.08,31.08,30.88,30.98,30.98,19.18,988.79,988.79,988.79,
94900.29,30.98,31.00,30.98,22.01,22.07,21.74,30.85,31.15,31.15,30.91,30.98,30.98,19.18,988.79,988.79,988.79,
94901.65,30.97,31.00,31.02,22.08,22.07,21.60,30.78,31.12,31.15,30.91,30.95,30.98,19.18,988.79,988.79,988.79,
94903.01,31.00,31.02,30.98,21.95,22.00,21.74,30.85,31.12,31.15,30.95,30.98,30.95,19.14,988.79,988.79,988.79,
94904.36,30.98,31.02,31.00,22.01,22.00,21.67,30.85,31.08,31.15,30.88,31.02,30.98,19.18,988.79,988.79,988.79,
94905.72,30.97,31.02,30.98,22.08,22.00,21.74,30.85,31.08,31.12,30.88,30.98,30.95,19.14,988.79,988.79,988.79,
94907.08,30.95,31.02,31.00,22.15,22.00,21.67,30.81,31.08,31.15,30.91,31.02,30.98,19.14,988.79,988.79,988.79,
94908.44,30.98,31.02,30.97,22.02,22.00,21.81,30.81,31.08,31.12,30.91,31.05,30.98,19.18,988.79,988.79,988.79,
94909.80,30.95,31.02,31.02,22.16,22.00,21.61,30.85,31.05,31.12,30.88,31.05,30.95,19.18,988.79,988.79,988.79,
94911.16,30.98,31.03,30.98,22.02,21.93,21.74,30.88,31.05,31.15,30.91,31.05,30.98,19.18,988.79,988.79,988.79,
94912.52,30.93,31.03,30.98,22.23,21.93,21.74,30.85,31.02,31.12,30.88,31.05,30.98,19.18,988.79,988.79,988.79,
94913.87,30.93,31.02,31.02,22.23,21.99,21.61,30.85,31.05,31.15,30.85,31.05,30.95,19.18,988.79,988.79,988.79,
94915.23,30.97,30.98,31.02,22.10,22.13,21.61,30.85,31.08,31.15,30.88,31.08,31.02,19.18,988.79,988.79,988.79,
94916.59,30.95,31.00,31.02,22.17,22.06,21.61,30.88,31.02,31.15,30.88,31.08,30.98,19.18,988.79,988.79,988.79,
94917.95,30.98,31.02,31.02,22.04,21.99,21.61,30.81,31.08,31.12,30.91,31.02,31.02,19.18,988.79,988.79,988.79,
94919.30,30.97,31.00,31.02,22.11,22.06,21.61,30.81,31.08,31.15,30.88,31.05,30.98,19.18,988.79,988.79,988.79,
94920.66,30.95,31.00,31.02,22.18,22.06,21.61,30.81,31.08,31.12,30.88,31.08,30.95,19.18,988.79,988.79,988.79,
94922.02,30.97,31.00,31.02,22.11,22.06,21.60,30.85,31.12,31.15,30.91,31.05,31.02,19.14,988.79,988.79,988.79,
94923.38,30.97,30.98,31.00,22.11,22.13,21.67,30.81,31.15,31.15,30.91,31.02,30.98,19.18,988.79,988.79,988.79,
94924.74,30.98,31.00,31.02,22.05,22.06,21.60,30.81,31.15,31.12,30.85,31.02,30.98,19.14,988.79,988.79,988.79,
94926.09,30.97,31.00,31.00,22.12,22.06,21.67,30.81,31.22,31.15,30.85,31.02,31.05,19.18,988.79,988.79,988.79,
94927.45,30.98,31.02,30.98,22.05,21.99,21.74,30.81,31.15,31.12,30.88,31.02,31.02,19.18,988.79,988.79,988.79,
94928.81,31.00,30.97,31.03,21.98,22.19,21.53,30.81,31.15,31.15,30.85,30.98,31.02,19.18,988.79,988.79,988.79,
94930.17,31.00,30.98,31.03,21.99,22.13,21.53,30.85,31.19,31.12,30.88,31.02,31.02,19.18,988.79,988.79,988.79,
94931.53,30.98,31.00,31.02,22.05,22.06,21.60,30.81,31.19,31.15,30.85,31.02,31.02,19.18,988.79,988.79,988.79,
94932.89,31.00,31.00,31.00,21.99,22.06,21.67,30.81,31.15,31.15,30.85,31.02,31.02,19.18,988.79,988.79,988.79,
94934.25,31.02,31.02,31.00,21.92,21.99,21.67,30.81,31.15,31.15,30.85,30.95,31.02,19.21,988.79,988.79,988.79,
